case_id,db_id,variant,question,search_expressions,mode,expected_tables,retrieved_tables_top5,table_recall_at_5,expected_columns,retrieved_columns_top10,column_recall_at_10,actual_sql,used_tables,used_columns,sql_uses_expected_tables,sql_uses_expected_columns,query_execution_success,task_solved,latency_ms,retrieval_latency_ms,embedding_build_time_ms,vector_available,step_count,db_search_call_count,failure_class,failure_reason
spider_singer_279,singer,keyword,Show the name of singers whose birth year is either 1948 or 1949?,"[""singer name birth year"", ""singers birth_year"", ""name year 1948 1949"", ""singer birth_date""]",ai-assisted-retrieval,"[""singer""]","[""singer""]",True,"[""singer.birth_year"", ""singer.name""]","[""singer.birth_year"", ""singer.name"", ""singer.singer_id"", ""song.singer_id"", ""singer.citizenship""]",True,,[],[],False,False,False,False,20,20.025,0.0,,6,4,none,
spider_singer_280,singer,keyword,What are the names of the singers whose birth years are either 1948 or 1949?,"[""singer name birth year"", ""singers birth_year"", ""name birth_year 1948 1949"", ""singer birth_year""]",ai-assisted-retrieval,"[""singer""]","[""singer""]",True,"[""singer.birth_year"", ""singer.name""]","[""singer.birth_year"", ""singer.name"", ""singer.singer_id"", ""song.singer_id"", ""singer.citizenship""]",True,,[],[],False,False,False,False,19,19.048,0.0,,6,4,none,
spider_singer_281,singer,keyword,What is the name of the singer with the largest net worth?,"[""singer net worth"", ""singer name"", ""largest net worth"", ""singer financial""]",ai-assisted-retrieval,"[""singer""]","[""singer"", ""song""]",True,"[""singer.name"", ""singer.net_worth_millions""]","[""singer.net_worth_millions"", ""singer.singer_id"", ""song.singer_id"", ""singer.name"", ""singer.birth_year"", ""singer.citizenship""]",True,,[],[],False,False,False,False,20,20.016,0.0,,6,4,none,
spider_singer_282,singer,keyword,What is the name of the singer who is worth the most?,"[""singer name worth"", ""singer net_worth"", ""singer value"", ""singer richest""]",ai-assisted-retrieval,"[""singer""]","[""singer"", ""song""]",True,"[""singer.name"", ""singer.net_worth_millions""]","[""singer.singer_id"", ""song.singer_id"", ""singer.net_worth_millions"", ""singer.name"", ""singer.birth_year"", ""singer.citizenship""]",True,,[],[],False,False,False,False,19,18.021,0.0,,6,4,none,
spider_singer_283,singer,keyword,Show different citizenship of singers and the number of singers of each citizenship.,"[""citizenship"", ""singer citizenship count"", ""singers by nationality"", ""country of origin""]",ai-assisted-retrieval,"[""singer""]","[""singer"", ""song""]",True,"[""singer.citizenship""]","[""singer.citizenship"", ""singer.singer_id"", ""song.singer_id"", ""singer.birth_year"", ""singer.name"", ""singer.net_worth_millions""]",True,,[],[],False,False,False,False,15,14.969,0.0,,6,4,none,
spider_singer_284,singer,keyword,"For each citizenship, how many singers are from that country?","[""citizenship"", ""singer country count"", ""singers by nationality"", ""citizenship count""]",ai-assisted-retrieval,"[""singer""]","[""singer"", ""song""]",True,"[""singer.citizenship""]","[""singer.citizenship"", ""singer.singer_id"", ""song.singer_id"", ""singer.birth_year"", ""singer.name"", ""singer.net_worth_millions""]",True,,[],[],False,False,False,False,20,19.338,0.0,,6,4,none,
spider_singer_285,singer,keyword,Please show the most common citizenship of singers.,"[""citizenship"", ""singer citizenship"", ""most common citizenship"", ""singer country""]",ai-assisted-retrieval,"[""singer""]","[""singer"", ""song""]",True,"[""singer.citizenship""]","[""singer.citizenship"", ""singer.singer_id"", ""song.singer_id"", ""singer.birth_year"", ""singer.name"", ""singer.net_worth_millions""]",True,,[],[],False,False,False,False,18,17.327,0.0,,6,4,none,
spider_real_estate_properties_286,real_estate_properties,keyword,How many available features are there in total?,"[""available features"", ""features count"", ""feature availability"", ""total_features""]",ai-assisted-retrieval,"[""other_available_features""]","[""other_available_features"", ""other_property_features""]",True,[],"[""other_available_features.feature_description"", ""other_available_features.feature_id"", ""other_available_features.feature_name"", ""other_property_features.feature_id"", ""other_available_features.feature_type_code"", ""other_property_features.property_feature_description"", ""other_property_features.property_id"", ""properties.apt_feature_1""]",True,,[],[],False,True,False,False,26,25.535,0.0,,6,4,none,
spider_real_estate_properties_287,real_estate_properties,keyword,What is the feature type name of feature AirCon?,"[""AirCon"", ""feature type"", ""feature_name"", ""feature_type_name""]",ai-assisted-retrieval,"[""other_available_features"", ""ref_feature_types""]","[""ref_feature_types"", ""other_available_features""]",True,"[""other_available_features.feature_name"", ""other_available_features.feature_type_code"", ""ref_feature_types.feature_type_code"", ""ref_feature_types.feature_type_name""]","[""ref_feature_types.feature_type_name"", ""other_available_features.feature_name"", ""other_available_features.feature_type_code"", ""ref_feature_types.feature_type_code""]",True,,[],[],False,False,False,False,16,15.321,0.0,,6,4,none,
spider_real_estate_properties_288,real_estate_properties,keyword,Show the property type descriptions of properties belonging to that code.,"[""property type description"", ""property type"", ""property code"", ""type description""]",ai-assisted-retrieval,"[""properties"", ""ref_property_types""]","[""ref_property_types"", ""other_property_features"", ""properties""]",True,"[""properties.property_type_code"", ""ref_property_types.property_type_code"", ""ref_property_types.property_type_description""]","[""ref_property_types.property_type_description"", ""properties.property_type_code"", ""ref_property_types.property_type_code"", ""other_property_features.property_feature_description"", ""other_available_features.feature_type_code""]",True,,[],[],False,False,False,False,26,25.74,0.0,,6,4,none,
spider_real_estate_properties_289,real_estate_properties,keyword,What are the names of properties that are either houses or apartments with more than 1 room?,"[""properties"", ""house apartment room"", ""property_name type rooms"", ""properties type rooms""]",ai-assisted-retrieval,"[""properties""]","[""properties"", ""ref_feature_types"", ""ref_property_types"", ""other_available_features""]",True,"[""properties.apartment"", ""properties.house"", ""properties.property_name"", ""properties.property_type_code"", ""properties.room_count""]","[""other_available_features.feature_type_code"", ""properties.property_type_code"", ""ref_feature_types.feature_type_code"", ""ref_feature_types.feature_type_name"", ""properties.agreed_selling_price"", ""ref_property_types.property_type_code""]",False,,[],[],False,False,False,False,22,21.329,0.0,,6,4,retrieval_miss,task not solved
spider_concert_singer_001,concert_singer,vector,How many singers do we have?,"[""singer"", ""singers count"", ""number of singers"", ""singer table""]",ai-assisted-retrieval,"[""singer""]","[""singer"", ""singer_in_concert""]",True,[],"[""singer.singer_id"", ""singer_in_concert.singer_id"", ""singer.song_name"", ""singer.song_release_year"", ""singer.country"", ""singer.is_male"", ""singer_in_concert.concert_id"", ""singer.name""]",True,,[],[],False,True,False,False,3003,3007.391,20.113,True,7,4,none,
spider_concert_singer_002,concert_singer,vector,What is the total number of singers?,"[""singer count"", ""singers total"", ""number of singers"", ""singer""]",ai-assisted-retrieval,"[""singer""]","[""singer"", ""singer_in_concert""]",True,[],"[""singer.singer_id"", ""singer_in_concert.singer_id"", ""singer.song_release_year"", ""singer.song_name"", ""singer.country"", ""singer.is_male"", ""singer_in_concert.concert_id"", ""singer.age""]",True,,[],[],False,True,False,False,4103,4107.078,20.673,True,7,4,none,
spider_concert_singer_003,concert_singer,vector,"Show name, country, age for all singers ordered by age from the oldest to the youngest.","[""singer name country age"", ""singers table columns"", ""age descending order"", ""singer demographics""]",ai-assisted-retrieval,"[""singer""]","[""singer"", ""singer_in_concert""]",True,"[""singer.age"", ""singer.country"", ""singer.name""]","[""singer.age"", ""singer.singer_id"", ""singer.song_release_year"", ""singer_in_concert.singer_id"", ""singer.is_male"", ""singer_in_concert.concert_id"", ""singer.country"", ""singer.name""]",True,,[],[],False,False,False,False,3033,3035.57,21.473,True,7,4,none,
spider_concert_singer_004,concert_singer,vector,"What are the names, countries, and ages for every singer in descending order of age?","[""singer name country age"", ""singers table columns"", ""age descending order"", ""singer demographics""]",ai-assisted-retrieval,"[""singer""]","[""singer"", ""singer_in_concert""]",True,"[""singer.age"", ""singer.country"", ""singer.name""]","[""singer.age"", ""singer.singer_id"", ""singer.song_release_year"", ""singer_in_concert.singer_id"", ""singer.is_male"", ""singer_in_concert.concert_id"", ""singer.country"", ""singer.name""]",True,,[],[],False,False,False,False,2794,2796.613,16.075,True,7,4,none,
spider_concert_singer_005,concert_singer,vector,"What is the average, minimum, and maximum age of all singers from France?","[""singer age France"", ""singers average min max age"", ""singer country age"", ""concert_singer singers""]",ai-assisted-retrieval,"[""singer""]","[""singer"", ""singer_in_concert""]",True,"[""singer.age"", ""singer.country""]","[""singer.song_release_year"", ""singer.singer_id"", ""singer.country"", ""singer_in_concert.singer_id"", ""singer.age"", ""singer_in_concert.concert_id"", ""singer.is_male"", ""singer.song_name""]",True,,[],[],False,False,False,False,2789,2791.624,15.997,True,7,4,none,
spider_concert_singer_006,concert_singer,vector,"What is the average, minimum, and maximum age for all French singers?","[""French singers age"", ""singer nationality age"", ""avg min max age"", ""concert_singer singers table""]",ai-assisted-retrieval,"[""singer""]","[""singer""]",True,"[""singer.age"", ""singer.country""]","[""singer.age"", ""singer.song_release_year"", ""singer.singer_id"", ""singer.country"", ""singer.is_male"", ""concert.year"", ""concert.concert_id""]",True,,[],[],False,False,False,False,2784,2786.547,19.024,True,7,4,none,
spider_concert_singer_007,concert_singer,vector,Show the name and the release year of the song by the youngest singer.,"[""song name release year"", ""youngest singer"", ""singer age"", ""song singer""]",ai-assisted-retrieval,"[""singer""]","[""singer""]",True,"[""singer.age"", ""singer.song_name"", ""singer.song_release_year""]","[""singer.song_release_year"", ""singer.song_name"", ""singer.singer_id"", ""singer.age"", ""singer.country"", ""singer.is_male"", ""singer_in_concert.singer_id"", ""singer.name"", ""singer_in_concert.concert_id""]",True,,[],[],False,False,False,False,2961,2963.626,18.236,True,7,4,none,
spider_concert_singer_008,concert_singer,vector,What are the names and release years for all the songs of the youngest singer?,"[""youngest singer"", ""song name release year"", ""singer age song"", ""songs release_year""]",ai-assisted-retrieval,"[""singer""]","[""singer""]",True,"[""singer.age"", ""singer.song_name"", ""singer.song_release_year""]","[""singer.song_release_year"", ""singer.song_name"", ""singer.age"", ""singer.country"", ""singer.singer_id"", ""singer_in_concert.singer_id"", ""concert.year"", ""singer.is_male"", ""singer.name""]",True,,[],[],False,False,False,False,2945,2948.727,20.19,True,7,4,none,
spider_concert_singer_009,concert_singer,vector,What are all distinct countries where singers above age 20 are from?,"[""singer country"", ""singers age"", ""distinct countries"", ""singer nationality""]",ai-assisted-retrieval,"[""singer""]","[""singer"", ""singer_in_concert""]",True,"[""singer.age"", ""singer.country""]","[""singer.country"", ""singer.is_male"", ""singer.singer_id"", ""singer_in_concert.singer_id"", ""singer.age"", ""singer.name"", ""singer_in_concert.concert_id"", ""concert.year"", ""concert.concert_id""]",True,,[],[],False,False,False,False,2992,2993.914,20.971,True,7,4,none,
spider_concert_singer_010,concert_singer,vector,What are  the different countries with singers above age 20?,"[""singer country age"", ""singers countries"", ""country singer"", ""age > 20""]",ai-assisted-retrieval,"[""singer""]","[""singer""]",True,"[""singer.age"", ""singer.country""]","[""singer.country"", ""singer.song_release_year"", ""singer.age"", ""singer.is_male"", ""singer_in_concert.singer_id"", ""singer.singer_id"", ""singer_in_concert.concert_id"", ""concert.year""]",True,,[],[],False,False,False,False,2839,2843.043,18.508,True,7,4,none,
spider_concert_singer_011,concert_singer,vector,Show all countries and the number of singers in each country.,"[""countries singers count"", ""country singer count"", ""singer country group"", ""singers by country""]",ai-assisted-retrieval,"[""singer""]","[""singer""]",True,"[""singer.country""]","[""singer.country"", ""singer.song_release_year"", ""singer.singer_id"", ""singer.song_name"", ""singer_in_concert.singer_id"", ""singer.is_male"", ""singer_in_concert.concert_id"", ""singer.age"", ""singer.name""]",True,,[],[],False,False,False,False,2793,2796.746,20.758,True,7,4,none,
spider_concert_singer_012,concert_singer,vector,How many singers are from each country?,"[""singer country count"", ""singers by country"", ""singer nationality"", ""country singer count""]",ai-assisted-retrieval,"[""singer""]","[""singer""]",True,"[""singer.country""]","[""singer.country"", ""singer.singer_id"", ""singer.song_release_year"", ""singer.song_name"", ""singer_in_concert.singer_id"", ""singer.is_male"", ""singer.age"", ""singer_in_concert.concert_id"", ""singer.name""]",True,,[],[],False,False,False,False,2723,2726.453,18.239,True,7,4,none,
spider_concert_singer_013,concert_singer,vector,List all song names by singers above the average age.,"[""song name"", ""singer age"", ""average age"", ""singer song""]",ai-assisted-retrieval,"[""singer""]","[""singer""]",True,"[""singer.age"", ""singer.song_name""]","[""singer.song_release_year"", ""singer.age"", ""singer.singer_id"", ""singer.country"", ""singer.is_male"", ""singer.name"", ""singer_in_concert.singer_id"", ""singer_in_concert.concert_id"", ""concert.year""]",False,,[],[],False,False,False,False,2708,2711.327,18.442,True,7,4,retrieval_miss,task not solved
spider_concert_singer_014,concert_singer,vector,What are all the song names by singers who are older than average?,"[""song name"", ""singer age"", ""average age"", ""singer song""]",ai-assisted-retrieval,"[""singer""]","[""singer""]",True,"[""singer.age"", ""singer.song_name""]","[""singer.song_release_year"", ""singer.age"", ""singer.singer_id"", ""singer.country"", ""singer.is_male"", ""singer.name"", ""singer_in_concert.singer_id"", ""singer_in_concert.concert_id"", ""concert.year""]",False,,[],[],False,False,False,False,2814,2817.349,17.873,True,7,4,retrieval_miss,task not solved
spider_concert_singer_015,concert_singer,vector,Show location and name for all stadiums with a capacity between 5000 and 10000.,"[""stadium location name capacity"", ""stadiums capacity range"", ""venue location name"", ""stadium capacity 5000 10000""]",ai-assisted-retrieval,"[""stadium""]","[""stadium"", ""concert""]",True,"[""stadium.capacity"", ""stadium.location"", ""stadium.name""]","[""stadium.capacity"", ""concert.stadium_id"", ""stadium.location"", ""stadium.highest"", ""stadium.stadium_id"", ""stadium.lowest"", ""stadium.name"", ""concert.concert_name""]",True,,[],[],False,False,False,False,2889,2892.372,18.756,True,7,4,none,
spider_pets_1_016,pets_1,vector,Find the number of pets whose weight is heavier than 10.,"[""weight"", ""pets"", ""heavier than 10"", ""number of pets""]",ai-assisted-retrieval,"[""pets""]","[""pets"", ""has_pet"", ""student""]",True,"[""pets.weight""]","[""pets.weight"", ""pets.pet_age"", ""has_pet.petid"", ""pets.pettype"", ""has_pet.stuid"", ""pets.petid"", ""student.sex""]",True,,[],[],False,False,False,False,2774,2777.064,14.496,True,7,4,none,
spider_pets_1_017,pets_1,vector,How many pets have a greater weight than 10?,"[""pets weight"", ""pet weight"", ""greater than 10"", ""count pets""]",ai-assisted-retrieval,"[""pets""]","[""pets"", ""has_pet""]",True,"[""pets.weight""]","[""pets.weight"", ""pets.pet_age"", ""has_pet.petid"", ""pets.petid"", ""pets.pettype"", ""has_pet.stuid"", ""student.age""]",True,,[],[],False,False,False,False,2873,2876.159,16.652,True,7,4,none,
spider_pets_1_018,pets_1,vector,Find the weight of the youngest dog.,"[""weight"", ""youngest dog"", ""age"", ""pets dogs""]",ai-assisted-retrieval,"[""pets""]","[""pets"", ""has_pet"", ""student""]",True,"[""pets.pet_age"", ""pets.weight""]","[""pets.pet_age"", ""pets.weight"", ""has_pet.petid"", ""student.age"", ""pets.petid"", ""has_pet.stuid"", ""student.sex"", ""pets.pettype""]",True,,[],[],False,False,False,False,2964,2965.531,14.233,True,7,4,none,
spider_pets_1_019,pets_1,vector,How much does the youngest dog weigh?,"[""youngest dog weight"", ""dog age weight"", ""pets age weight"", ""animal youngest weight""]",ai-assisted-retrieval,"[""pets""]","[""pets"", ""has_pet""]",True,"[""pets.pet_age"", ""pets.weight""]","[""pets.weight"", ""pets.pet_age"", ""pets.petid"", ""has_pet.petid"", ""pets.pettype"", ""has_pet.stuid"", ""student.age""]",True,,[],[],False,False,False,False,2595,2597.785,16.519,True,7,4,none,
spider_pets_1_020,pets_1,vector,Find the maximum weight for each type of pet. List the maximum weight and pet type.,"[""max weight pet type"", ""pet weight by type"", ""pet_type weight_max"", ""pets weight type""]",ai-assisted-retrieval,"[""pets""]","[""pets""]",True,"[""pets.pettype"", ""pets.weight""]","[""pets.weight"", ""pets.pettype"", ""pets.pet_age"", ""pets.petid"", ""has_pet.petid"", ""has_pet.stuid"", ""student.age"", ""student.sex""]",True,,[],[],False,False,False,False,2804,2805.737,14.473,True,7,4,none,
spider_pets_1_021,pets_1,vector,List the maximum weight and type for each type of pet.,"[""max weight type pet"", ""pet type weight"", ""pets max weight by type"", ""pet_weight pet_type""]",ai-assisted-retrieval,"[""pets""]","[""pets""]",True,"[""pets.pettype"", ""pets.weight""]","[""pets.weight"", ""pets.pettype"", ""pets.pet_age"", ""pets.petid"", ""has_pet.petid"", ""has_pet.stuid"", ""student.sex""]",True,,[],[],False,False,False,False,2728,2730.493,15.027,True,7,4,none,
spider_pets_1_022,pets_1,vector,Find number of pets owned by students who are older than 20.,"[""pets"", ""students"", ""age > 20"", ""owned""]",ai-assisted-retrieval,"[""has_pet"", ""student""]","[""pets"", ""has_pet"", ""student""]",True,"[""has_pet.stuid"", ""student.age"", ""student.stuid""]","[""pets.pet_age"", ""pets.weight"", ""has_pet.stuid"", ""has_pet.petid"", ""student.age"", ""pets.petid"", ""student.sex""]",False,,[],[],False,False,False,False,2935,2937.055,18.294,True,7,4,retrieval_miss,task not solved
spider_pets_1_023,pets_1,vector,How many pets are owned by students that have an age greater than 20?,"[""pets"", ""students"", ""age"", ""owned""]",ai-assisted-retrieval,"[""has_pet"", ""student""]","[""pets"", ""student"", ""has_pet""]",True,"[""has_pet.stuid"", ""student.age"", ""student.stuid""]","[""pets.pet_age"", ""pets.weight"", ""has_pet.stuid"", ""has_pet.petid"", ""student.age"", ""student.sex"", ""pets.petid""]",False,,[],[],False,False,False,False,2857,2858.778,13.888,True,7,4,retrieval_miss,task not solved
spider_pets_1_024,pets_1,vector,Find the number of dog pets that are raised by female students (with sex F).,"[""dog"", ""female students"", ""sex F"", ""pets""]",ai-assisted-retrieval,"[""has_pet"", ""pets"", ""student""]","[""student"", ""pets""]",False,"[""has_pet.petid"", ""has_pet.stuid"", ""pets.petid"", ""pets.pettype"", ""student.sex"", ""student.stuid""]","[""student.sex"", ""pets.weight"", ""pets.pet_age"", ""student.fname"", ""student.age"", ""pets.pettype"", ""has_pet.stuid"", ""student.city_code""]",False,,[],[],False,False,False,False,2733,2734.27,12.98,True,7,4,retrieval_miss,missing expected tables in retrieval: has_pet
spider_pets_1_025,pets_1,vector,How many dog pets are raised by female students?,"[""dog"", ""female"", ""student"", ""pet""]",ai-assisted-retrieval,"[""has_pet"", ""pets"", ""student""]","[""pets"", ""student""]",False,"[""has_pet.petid"", ""has_pet.stuid"", ""pets.petid"", ""pets.pettype"", ""student.sex"", ""student.stuid""]","[""pets.pet_age"", ""pets.weight"", ""student.sex"", ""has_pet.petid"", ""pets.petid"", ""pets.pettype"", ""student.fname""]",False,,[],[],False,False,False,False,2735,2738.778,16.021,True,7,4,retrieval_miss,missing expected tables in retrieval: has_pet
spider_pets_1_026,pets_1,vector,Find the number of distinct type of pets.,"[""distinct type"", ""pet type count"", ""pets type"", ""pet_type""]",ai-assisted-retrieval,"[""pets""]","[""pets"", ""has_pet""]",True,"[""pets.pettype""]","[""pets.pettype"", ""pets.pet_age"", ""has_pet.petid"", ""pets.petid"", ""has_pet.stuid"", ""pets.weight"", ""student.sex"", ""student.fname""]",True,,[],[],False,False,False,False,2698,2699.682,14.382,True,7,4,none,
spider_pets_1_027,pets_1,vector,How many different types of pet are there?,"[""pet types"", ""pet type count"", ""distinct pet"", ""animal_type""]",ai-assisted-retrieval,"[""pets""]","[""pets"", ""has_pet""]",True,"[""pets.pettype""]","[""pets.pettype"", ""pets.pet_age"", ""pets.petid"", ""has_pet.petid"", ""pets.weight"", ""has_pet.stuid"", ""student.sex"", ""student.fname""]",True,,[],[],False,False,False,False,2743,2744.744,13.822,True,7,4,none,
spider_pets_1_028,pets_1,vector,Find the first name of students who have cat or dog pet.,"[""student first name"", ""cat dog pet"", ""students pets"", ""pet type""]",ai-assisted-retrieval,"[""has_pet"", ""pets"", ""student""]","[""pets"", ""has_pet""]",False,"[""has_pet.petid"", ""has_pet.stuid"", ""pets.petid"", ""pets.pettype"", ""student.fname"", ""student.stuid""]","[""pets.pet_age"", ""pets.pettype"", ""pets.petid"", ""has_pet.stuid"", ""has_pet.petid"", ""student.fname"", ""pets.weight""]",False,,[],[],False,False,False,False,2725,2728.126,15.232,True,7,4,retrieval_miss,missing expected tables in retrieval: student
spider_pets_1_029,pets_1,vector,What are the first names of every student who has a cat or dog as a pet?,"[""student first name"", ""cat dog pet"", ""student pet"", ""pets_1 schema""]",ai-assisted-retrieval,"[""has_pet"", ""pets"", ""student""]","[""pets"", ""has_pet""]",False,"[""has_pet.petid"", ""has_pet.stuid"", ""pets.petid"", ""pets.pettype"", ""student.fname"", ""student.stuid""]","[""pets.pet_age"", ""pets.petid"", ""has_pet.stuid"", ""has_pet.petid"", ""pets.pettype"", ""pets.weight"", ""student.fname""]",False,,[],[],False,False,False,False,2683,2686.008,15.991,True,7,4,retrieval_miss,missing expected tables in retrieval: student
spider_pets_1_030,pets_1,vector,Find the first name of students who have both cat and dog pets .,"[""students first name"", ""cat dog pets"", ""student pet ownership"", ""pets type""]",ai-assisted-retrieval,"[""has_pet"", ""pets"", ""student""]","[""pets"", ""has_pet""]",False,"[""has_pet.petid"", ""has_pet.stuid"", ""pets.petid"", ""pets.pettype"", ""student.fname"", ""student.stuid""]","[""pets.pet_age"", ""pets.pettype"", ""pets.petid"", ""has_pet.petid"", ""has_pet.stuid"", ""student.fname"", ""pets.weight""]",False,,[],[],False,False,False,False,2805,2806.196,14.153,True,7,4,retrieval_miss,missing expected tables in retrieval: student
spider_car_1_031,car_1,vector,How many continents are there?,"[""continents"", ""continent count"", ""number of continents"", ""continent""]",ai-assisted-retrieval,"[""continents""]","[""continents"", ""countries""]",True,[],"[""continents.contid"", ""continents.continent"", ""countries.continent"", ""countries.countryname"", ""countries.countryid"", ""car_makers.country"", ""cars_data.cylinders""]",True,,[],[],False,True,False,False,2889,2893.344,21.968,True,7,4,none,
spider_car_1_032,car_1,vector,What is the number of continents?,"[""continents"", ""continent count"", ""number of continents"", ""continent""]",ai-assisted-retrieval,"[""continents""]","[""continents"", ""countries""]",True,[],"[""continents.contid"", ""continents.continent"", ""countries.continent"", ""countries.countryname"", ""countries.countryid"", ""car_makers.country"", ""cars_data.cylinders""]",True,,[],[],False,True,False,False,2718,2720.763,16.847,True,7,4,none,
spider_car_1_033,car_1,vector,"How many countries does each continent have? List the continent id, continent name and the number of countries.","[""continent country count"", ""continent_id continent_name countries"", ""continent countries number"", ""continent country count group""]",ai-assisted-retrieval,"[""continents"", ""countries""]","[""continents"", ""countries""]",True,"[""continents.contid"", ""continents.continent"", ""countries.continent""]","[""continents.contid"", ""countries.continent"", ""continents.continent"", ""countries.countryid"", ""countries.countryname"", ""car_makers.country"", ""car_makers.id""]",True,,[],[],False,False,False,False,2843,2848.437,21.196,True,7,4,none,
spider_car_1_034,car_1,vector,"For each continent, list its id, name, and how many countries it has?","[""continent id name country count"", ""continent country count"", ""continent countries"", ""continent continent_id continent_name""]",ai-assisted-retrieval,"[""continents"", ""countries""]","[""continents"", ""countries""]",True,"[""continents.contid"", ""continents.continent"", ""countries.continent""]","[""continents.contid"", ""countries.continent"", ""continents.continent"", ""countries.countryid"", ""countries.countryname"", ""car_makers.country""]",True,,[],[],False,False,False,False,2808,2813.044,18.701,True,7,4,none,
spider_car_1_035,car_1,vector,How many countries are listed?,"[""countries"", ""country count"", ""country list"", ""num_countries""]",ai-assisted-retrieval,"[""countries""]","[""countries"", ""car_makers""]",True,[],"[""countries.countryname"", ""countries.countryid"", ""countries.continent"", ""car_makers.country"", ""continents.contid"", ""continents.continent"", ""cars_data.cylinders""]",True,,[],[],False,True,False,False,2788,2790.458,18.94,True,7,4,none,
spider_car_1_036,car_1,vector,How many countries exist?,"[""countries"", ""country count"", ""num_countries"", ""country""]",ai-assisted-retrieval,"[""countries""]","[""countries"", ""car_makers""]",True,[],"[""countries.countryname"", ""countries.countryid"", ""countries.continent"", ""car_makers.country"", ""continents.contid"", ""continents.continent"", ""cars_data.cylinders""]",True,,[],[],False,True,False,False,2760,2764.4,20.376,True,7,4,none,
spider_car_1_037,car_1,vector,"How many models does each car maker produce? List maker full name, id and the number.","[""car maker models count"", ""maker full name id"", ""model count per maker"", ""car_makers maker_id maker_name""]",ai-assisted-retrieval,"[""car_makers"", ""model_list""]","[""car_makers"", ""model_list""]",True,"[""car_makers.fullname"", ""car_makers.id"", ""model_list.maker""]","[""car_makers.maker"", ""model_list.maker"", ""car_makers.id"", ""car_makers.fullname"", ""car_makers.country"", ""car_names.makeid"", ""car_names.make""]",True,,[],[],False,False,False,False,2765,2767.432,19.232,True,7,4,none,
spider_car_1_038,car_1,vector,"What is the full name of each car maker, along with its id and how many models it produces?","[""car maker full name id models"", ""maker name id model count"", ""manufacturer name id model_count"", ""car_makers name maker_id num_models""]",ai-assisted-retrieval,"[""car_makers"", ""model_list""]","[""model_list"", ""car_makers"", ""car_names""]",True,"[""car_makers.fullname"", ""car_makers.id"", ""model_list.maker""]","[""model_list.maker"", ""car_makers.id"", ""car_makers.maker"", ""car_names.makeid"", ""car_makers.fullname"", ""car_names.model"", ""model_list.modelid""]",True,,[],[],False,False,False,False,2700,2702.345,17.201,True,7,4,none,
spider_car_1_039,car_1,vector,Which model of the car has the minimum horsepower?,"[""horsepower"", ""model"", ""car"", ""min horsepower""]",ai-assisted-retrieval,"[""car_names"", ""cars_data""]","[""cars_data"", ""model_list""]",False,"[""car_names.makeid"", ""car_names.model"", ""cars_data.horsepower"", ""cars_data.id""]","[""cars_data.horsepower"", ""cars_data.accelerate"", ""cars_data.cylinders"", ""cars_data.weight"", ""car_names.model"", ""model_list.maker""]",False,,[],[],False,False,False,False,2747,2750.152,18.239,True,7,4,retrieval_miss,missing expected tables in retrieval: car_names
spider_car_1_040,car_1,vector,What is the model of the car with the smallest amount of horsepower?,"[""model"", ""horsepower"", ""car"", ""smallest horsepower""]",ai-assisted-retrieval,"[""car_names"", ""cars_data""]","[""cars_data"", ""model_list""]",False,"[""car_names.makeid"", ""car_names.model"", ""cars_data.horsepower"", ""cars_data.id""]","[""cars_data.horsepower"", ""cars_data.accelerate"", ""cars_data.cylinders"", ""cars_data.weight"", ""car_names.model"", ""cars_data.year""]",False,,[],[],False,False,False,False,2723,2726.337,18.748,True,7,4,retrieval_miss,missing expected tables in retrieval: car_names
spider_car_1_041,car_1,vector,Find the model of the car whose weight is below the average weight.,"[""car model weight"", ""average weight car"", ""model weight below average"", ""car_weight model""]",ai-assisted-retrieval,"[""car_names"", ""cars_data""]","[""cars_data"", ""model_list"", ""car_names""]",True,"[""car_names.makeid"", ""car_names.model"", ""cars_data.id"", ""cars_data.weight""]","[""cars_data.weight"", ""car_names.model"", ""cars_data.horsepower"", ""cars_data.cylinders"", ""cars_data.accelerate"", ""cars_data.mpg""]",False,,[],[],False,False,False,False,2697,2700.507,19.748,True,7,4,retrieval_miss,task not solved
spider_car_1_042,car_1,vector,What is the model for the car with a weight smaller than the average?,"[""car model weight average"", ""model weight car"", ""cars weight avg"", ""model smaller than average weight""]",ai-assisted-retrieval,"[""car_names"", ""cars_data""]","[""cars_data"", ""model_list"", ""car_names""]",True,"[""car_names.makeid"", ""car_names.model"", ""cars_data.id"", ""cars_data.weight""]","[""cars_data.weight"", ""car_names.model"", ""cars_data.cylinders"", ""cars_data.accelerate"", ""cars_data.horsepower"", ""cars_data.mpg""]",False,,[],[],False,False,False,False,2868,2871.415,18.27,True,7,4,retrieval_miss,task not solved
